PARTICIPANT_CODE,DISTRICT,POSTCODE
4556175HST,,9440
4556188HST,,9300
4556202HST,,9450
4556215HST,,9300
4536716HST,,8575
4536731HST,,9705
4536744HST,,2780
4536768HST,,2265
4536772HST,,2230
4536798HST,,2265
4536807HST,,2265
4536825HST,,2265
4536838HST,,1490
4536853HST,,2400
4536866HST,,2265
4536881HST,,3310
4536894HST,,3310
4536906HST,,3310
4536921HST,,3310
4536934HST,,3310
4536959HST,,3310
4536962HST,,3310
4536988HST,,3310
4536990HST,,3310
4537013HST,,3310
4547617JSE,,0
4547629HST,,1050
4547632HST,,1095
4547645HST,,1095
4547658HST,,1095
4547660HST,,1095
4547673HST,,1930
4547686HST,,9585
4547699HST,,1930
4547700HST,,9585
4547726HST,,1962
4537244HST,,3150
4537257HST,,3150
4537272HST,,2400
4537285HST,,2400
4537302HST,,9840
4537312HST,,9410
4537338HST,,3150
4537340HST,,9670
4537366HST,,9840
4537379HST,,9670
4537394HST,,9840
4537406HST,,6620
4537419HST,,0
4548008HST,,2400
4548010HST,,2680
4548036HST,,2400
4548049HST,,9585
4548051HST,,2680
4548064HST,,9585
4548077HST,,2400
4548085HST,,2680
4548092HST,,727
4548104HST,,2400
4548117HST,,9650
4548124HST,,9570
4548132HST,,9585
4548145HST,,2680
4548158HST,,2400
4548173HST,,9585
4548186HST,,9585
4550146JSE,,6770
4550159JSE,,6760
4550161JSE,,6770
4539818HST,,1490
4539820HST,,1490
4539833HST,,1035
4539846HST,,1490
4539859HST,,9356
4539861HST,,2680
4539887HST,,2775
4539894HST,,2680
4539914HST,,9670
4539927HST,,2680
4539942HST,,9670
4539955HST,,2775
4539970HST,,2680
4539983HST,,9356
4540003HST,,2680
4540016HST,,2680
4540302HST,,3100
4540315HST,,9800
4540330HST,,5530
4540343HST,,5530
4540369HST,,6250
4540371HST,,6620
4540397HST,,6375
4540409HST,,6375
4540424HST,,6620
4540437HST,,6375
4540452HST,,6620
4540465HST,,6250
4540480HST,,6620
4540493HST,,6620
4540518HST,,6530
4540520HST,,6375
4540533HST,,6250
4552246JSE,,9535
4552259JSE,,1715
4552261JSE,,1715
4552287JSE,,1715
4552292JSE,,1715
4552314JSE,,1715
4540792JSE,,2600
4544039HST,,8600
4517839HST,,9650
4517841HST,,9650
4517854HST,,8575
4517867HST,,2310
4517882HST,,9650
4517895HST,,2670
4517917HST,,970
4517922HST,,2
4517948HST,,2
4517950HST,,2432
4517976HST,,9520
4517989HST,,2432
4518001HST,,9520
4518014HST,,2400
4518030HST,,2432
4518042HST,,2432
4518068HST,,2432
4518070HST,,2780
4518083HST,,2670
4518108HST,,9660
4518110HST,,2521
4518136HST,,2521
4691826JSE,,4295
4691839JSE,,6375
4691854JSE,,6375
4691867JSE,,6375
4691882JSE,,6375
4691895JSE,,6760
4691917JSE,,0
4691922JSE,,1206
4691935JSE,,1206
4693441HST,,6130
4693452HST,,6185
4693465HST,,6185
4693478HST,,6130
4693480HST,,6600
4693505HST,,6300
4693518HST,,6185
4693533HST,,6185
4693546HST,,2650
4693561HST,,9760
4693574HST,,9944
4693587HST,,2650
4693601HST,,9720
4693614HST,,9490
4693926HST,,9680
4693939HST,,9400
4693954HST,,5540
4693967HST,,2380
4693982HST,,1930
4693995HST,,3730
4694005HST,,2650
4694020HST,,9880
4694033HST,,7060
4694059HST,,9570
4694061HST,,9880
4694087HST,,2300
4694098HST,,2680
4694413HST,,9880
4694426HST,,1930
4694441HST,,9650
4694454HST,,9640
4694470HST,,9640
4694482HST,,9585
4694507HST,,9585
4694519HST,,9585
4694535HST,,9585
4694548HST,,9585
4694563HST,,9540
4694576HST,,9560
4702344HST,,6400
4702365HST,,6400
4702378HST,,6400
4702380HST,,6400
4702393JSE,,1685
4694890HST,,4560
4694902HST,,1930
4702726JSE,,7230
4702745JSE,,1020
4697394JSE,,6530
4697419JSE,,7230
4697421JSE,,7230
4697447JSE,,7230
4697454JSE,,7230
4697462JSE,,8600
4697475JSE,,6820
4697488JSE,,6820
4697490JSE,,6770
4697502JSE,,6770
4697515JSE,,6770
4697528JSE,,6770
4697530JSE,,6770
4708908JSE,,3815
4708910JSE,,3815
4708936JSE,,2740
4708949JSE,,7210
4708964JSE,,6770
4708977JSE,,5206
4708992JSE,,7605
4709002JSE,,6850
4709028JSE,,6850
4709030JSE,,6850
4709056JSE,,7605
4709069JSE,,7210
4709084JSE,,7210
4709097JSE,,5206
4709109JSE,,7210
4709124JSE,,7250
4709137JSE,,7605
4709140JSE,,7250
4709152JSE,,1876
4709165JSE,,7250
4709178JSE,,7210
4709180JSE,,7250
4709193JSE,,7250
4709383JSE,,9520
4709396JSE,,1185
4709410JSE,,2520
4709423JSE,,1185
4709436JSE,,2520
4709451JSE,,2125
4709464JSE,,1185
4709483JSE,,9630
4709492JSE,,1185
4709517JSE,,1185
4709522JSE,,1185
4709545JSE,,2520
4709558JSE,,1185
4709573JSE,,9630
4709586JSE,,9630
4709599JSE,,9630
4709600JSE,,9630
4709613JSE,,2125
4709626JSE,,2570
4709639JSE,,2520
4709641JSE,,1185
4709654JSE,,9630
4709667JSE,,9630
4709674JSE,,1185
4709872JSE,,2083
4709898JSE,,2083
4709904JSE,,9520
4709912JSE,,9630
4709938JSE,,9520
4709940JSE,,1051
4709966JSE,,9520
4709979JSE,,9520
4709994JSE,,9520
4710001JSE,,9520
4710027JSE,,1051
4710030JSE,,9520
4710042JSE,,9520
4710055JSE,,9520
4710068JSE,,9520
4710070JSE,,9520
4710083JSE,,9520
4710096JSE,,1051
4710108JSE,,1051
4710110JSE,,9520
4710123JSE,,9520
4710136JSE,,9520
4710149JSE,,9520
4710339JSE,,9520
4710354JSE,,9520
4710367JSE,,9520
4710382JSE,,9520
4710395JSE,,9520
4710412JSE,,9520
4710422JSE,,9520
4710448JSE,,9630
4710450JSE,,2083
4712535HST,,9703
4712548HST,,9640
4712563HST,,9680
4712576HST,,1930
4712591HST,,9680
4712603HST,,9940
4712629HST,,9680
4712631HST,,8300
4712657HST,,2710
4712661HST,,2710
4712672HST,,9300
4712698HST,,9300
4712700HST,,9300
4712725HST,,9300
4712738HST,,9300
4712740HST,,9300
4712928HST,,1035
4712930HST,,9300
4712956HST,,9300
4712969HST,,9300
4712984HST,,9300
4712997HST,,9300
4713014HST,,4700
4713022HST,,4700
4713048HST,,4700
4713050HST,,4700
4713063HST,,4700
4713089HST,,2520
4713091HST,,1290
4713116HST,,1290
4713129HST,,1290
4713144HST,,1290
4713157HST,,1490
4713172HST,,9413
4713185HST,,2670
4713198HST,,9680
4713205HST,,9650
4713212HST,,9650
4713225HST,,9650
4713238HST,,9650
4713430HST,,9932
4713443HST,,2770
4713469JSE,,1405
4713471JSE,,9705
4713497JSE,,9705
4713509JSE,,9705
4713524JSE,,9705
4713537JSE,,9705
4713548JSE,,9705
4713565JSE,,1405
4713578JSE,,0
4713593JSE,,7304
4713605JSE,,1001
4713620JSE,,4710
4713633JSE,,7603
4713646JSE,,700
4713659JSE,,1190
4713661JSE,,1190
4713674JSE,,1190
4713687JSE,,1190
4713690JSE,,7600
4713701JSE,,920
4706620HST,,1930
4706646HST,,9913
4706659HST,,1935
4706674JSE,,301
4706687JSE,,301
4706701JSE,,301
4706714JSE,,3350
4706739JSE,,3350
4706742JSE,,3350
4706755JSE,,3350
4706770JSE,,3350
4706783JSE,,3350
4706808JSE,,3350
4706810JSE,,3350
4546100HST,,9356
4555621HST,,9610
4555634HST,,9932
4555658HST,,8575
4555662HST,,2310
4555688HST,,9650
4555690HST,,9660
4555715HST,,2521
4555728HST,,9650
4555730HST,,9650
4555756HST,,2521
4555769HST,,3340
4555771HST,,9860
4555784HST,,9830
4555797HST,,7580
4716071HST,,3275
4716084HST,,2410
4716097HST,,2260
4716109HST,,2260
4716111HST,,2775
4716124HST,,9650
4716140HST,,2420
4716152HST,,2480
4716165HST,,8460
4716180HST,,2680
4716193HST,,2680
4716218HST,,2680
4716220HST,,8800
4716246HST,,9338
4716259HST,,2680
4716274HST,,8800
4716287HST,,9338
4716301HST,,9338
4716314HST,,8365
4716331HST,,2680
4716342HST,,8800
4716368HST,,8460
4716370HST,,8800
4716396HST,,2680
4716408HST,,2680
4708761JSE,,1095
4716560HST,,9338
4716573HST,,9338
4716586HST,,9338
4716600HST,,2680
4716613HST,,9338
4716639HST,,2680
4716641HST,,2680
4716667HST,,6885
4716674HST,,6885
4716695HST,,6885
4716707HST,,6885
4716722HST,,6885
4716735HST,,2712
4716750JSE,,7281
4716763JSE,,6720
4716776JSE,,3100
4716791JSE,,6375
4716803JSE,,6375
4716829JSE,,6375
4716831JSE,,6375
4716857JSE,,6375
4716865JSE,,6375
4716885JSE,,5600
4716898JSE,,5600
4709205JSE,,1876
4709218JSE,,7250
4709220JSE,,7250
4709233JSE,,1876
4709246JSE,,2520
4709261JSE,,2520
4709274JSE,,2520
4709292JSE,,9520
4709301JSE,,9520
4709327JSE,,2125
4709331JSE,,9520
4709355JSE,,9520
4709368JSE,,9630
4717060JSE,,2380
4717086JSE,,2380
4717099JSE,,2380
4717113JSE,,2380
4717126JSE,,2380
4717141JSE,,2380
4717154JSE,,2380
4717179JSE,,1685
4717182JSE,,7630
4717207JSE,,7630
4717218JSE,,7630
4717235JSE,,7630
4717248JSE,,7630
4717263JSE,,7630
4717276JSE,,8770
4717289JSE,,6770
4717303JSE,,6375
4717316JSE,,6375
4717331JSE,,6375
4709682JSE,,9630
4709695JSE,,1511
4709713JSE,,1511
4709722JSE,,1511
4709748JSE,,1511
4709750JSE,,1511
4709776JSE,,1511
4709789JSE,,1511
4709803JSE,,1511
4709816JSE,,1511
4709831JSE,,1511
4709844JSE,,9660
4709865JSE,,9520
4710164JSE,,9630
4710177JSE,,9660
4710192JSE,,9520
4710204JSE,,9520
4710221JSE,,9520
4710232JSE,,9520
4710258JSE,,9520
4710260JSE,,9520
4710286JSE,,9520
4710299JSE,,9520
4710300JSE,,1051
4710326JSE,,9520
4718686JSE,,3950
4718699JSE,,3950
4718713JSE,,3950
4718726JSE,,3950
4718739JSE,,3950
4718741JSE,,3950
4718754JSE,,1185
4718767JSE,,1185
4718771JSE,,513
4718795JSE,,9450
4718807JSE,,8365
4718810JSE,,0
4718822JSE,,0
4718835JSE,,0
4718850JSE,,0
4718863JSE,,0
4719077JSE,,8730
4719092JSE,,2083
4719104JSE,,9520
4719117JSE,,8365
4719132JSE,,6570
4719145JSE,,6570
4719160JSE,,6570
4719173JSE,,6570
4719186JSE,,6570
4719199JSE,,6570
4719200JSE,,6570
4719213JSE,,6570
4719226JSE,,6570
4719239JSE,,6570
4719241JSE,,6570
4719254JSE,,6570
4719267JSE,,6570
4719276JSE,,6570
4719282JSE,,9880
4712753HST,,9300
4712766HST,,9300
4712779HST,,9300
4712781HST,,9300
4712794HST,,9300
4712806HST,,9300
4712819HST,,9300
4712821HST,,9300
4712834HST,,9300
4712847HST,,9300
4712862HST,,3900
4712875HST,,2520
4712890HST,,2727
4712902HST,,2750
4713240HST,,9650
4713253HST,,9650
4713266HST,,9650
4713279HST,,9650
4713281HST,,2780
4713294HST,,2780
4713319HST,,2780
4713321HST,,2780
4713347HST,,2780
4713357HST,,2780
4713375HST,,2780
4713388HST,,2780
4713402HST,,9830
4713415HST,,8300
4721417HST,,9300
4721425JSE,,3500
4721432JSE,,9880
4713714JSE,,920
4713727JSE,,920
4713739JSE,,920
4713742JSE,,2432
4713755JSE,,8180
4713770JSE,,7230
4713783JSE,,7230
4713808JSE,,7230
4713810JSE,,7230
4713836JSE,,7230
4713849JSE,,0
4545979JSE,,9820
4545981JSE,,8650
4716423HST,,2680
4716436HST,,9338
4716449HST,,8420
4716464HST,,8446
4716477HST,,9338
4716483HST,,8420
4716492HST,,9338
4716504HST,,2680
4716517HST,,2680
4716522HST,,2680
4716532HST,,8450
4716545HST,,2680
4716558HST,,9338
4716912JSE,,8190
4716925JSE,,8190
4716938JSE,,9602
4716940JSE,,9890
4716953JSE,,9890
4716966JSE,,9860
4716979JSE,,6770
4716981JSE,,6770
4716994JSE,,6770
4717004JSE,,6770
4717017JSE,,6770
4717027JSE,,6770
4717032JSE,,6770
4717058JSE,,6770
4726391HST,,6530
4726403HST,,6770
4726416HST,,1185
4726431HST,,9338
4726444HST,,9932
4726467HST,,9932
4726472HST,,9932
4726498HST,,9400
4726506HST,,9400
4726525HST,,9936
4726538HST,,9936
4726553HST,,9400
4726566HST,,9936
4726581HST,,9400
4726594HST,,9400
4726606HST,,9936
4726619HST,,9932
4726621HST,,9338
4726634HST,,9932
4726647HST,,9932
4726658HST,,8300
4726662HST,,9932
4726675HST,,8300
4726688HST,,9338
4726880HST,,6400
4726905HST,,1572
4726918HST,,9660
4726933HST,,9740
4726946HST,,9700
4726961HST,,9585
4726974HST,,9000
4726991HST,,2610
4727001HST,,7781
4727012HST,,9936
4727038HST,,8365
4727040HST,,8650
4727053HST,,9630
4727066HST,,9840
4727079HST,,9840
4727081HST,,5950
4727094HST,,3180
4727106HST,,3500
4727119HST,,4562
4727121HST,,3180
4727134HST,,3245
4727147HST,,3245
4727153HST,,3245
4727175HST,,3245
4727188HST,,3500
4718889JSE,,0
4718891JSE,,0
4718916JSE,,0
4718929JSE,,0
4718944JSE,,0
4718957JSE,,8730
4718972JSE,,3680
4718985JSE,,8730
4719008JSE,,8730
4719010JSE,,8730
4719036JSE,,8730
4719049JSE,,8730
4719064JSE,,8730
4727393HST,,9420
4727405HST,,9460
4727420HST,,9445
4727433HST,,0
4727459HST,,9445
4727461HST,,9460
4727487HST,,9445
4727496HST,,9570
4727501HST,,9570
4727514HST,,9480
4727527HST,,2770
4727535HST,,2770
4727542HST,,6800
4727555HST,,2740
4727568HST,,9610
4727570HST,,4720
4727583HST,,4720
4727596HST,,2740
4727610HST,,1185
4727623HST,,9740
4727636JSE,,2940
4727651JSE,,1620
4727664JSE,,2865
4727687JSE,,1876
4727692JSE,,1876
4720076JSE,,9880
4720089JSE,,2400
4729593HST,,9810
4729601HST,,1763
4729614HST,,1035
4729627HST,,1035
4729632HST,,1035
4729642HST,,1035
4729668HST,,1035
4729670HST,,1035
4729696HST,,1035
4729708HST,,1035
4729723HST,,1035
4729736HST,,1035
4729751HST,,1035
4729764HST,,1035
4729784HST,,1035
4729792HST,,1035
4729817HST,,1035
4729823JSE,,9505
4729845JSE,,9505
4729858JSE,,9505
4729873JSE,,9505
4729886JSE,,9505
4729900JSE,,6375
4729913JSE,,6375
4722977HST,,2740
4564747HST,,2270
4564762HST,,8585
4564775HST,,8585
4564790HST,,8585
4564802HST,,8585
4564828HST,,8650
4564830HST,,2740
4564856HST,,8600
4564869HST,,2835
4564884HST,,530
4564897HST,,2265
4564909HST,,9650
4564924HST,,3100
4726690HST,,9932
4726715HST,,9936
4726728HST,,9400
4726743HST,,9400
4726756HST,,9400
4726771HST,,9936
4726784HST,,5445
4726809HST,,6530
4726811HST,,9725
4726824HST,,9535
4726849HST,,4700
4726852HST,,6130
4726878HST,,6400
4727202HST,,3500
4727215HST,,3180
4727230HST,,2670
4727243HST,,9445
4727269HST,,9445
4727271HST,,9445
4727297HST,,9445
4727309HST,,0
4727324HST,,0
4727337HST,,9410
4727352HST,,0
4727365HST,,9445
4727380HST,,9570
4735755HST,,9530
4735762HST,,2430
4735788HST,,2650
4735790HST,,6400
4735815HST,,2680
4735828JSE,,1405
4735830JSE,,5600
4735843JSE,,5600
4735856JSE,,5600
4728790HST,,6530
4728802JSE,,4930
4728828HST,,9686
4728830HST,,8300
4729559HST,,9913
4729561HST,,9530
4729574HST,,7303
4729587HST,,6810
4737522HST,,3100
4737738HST,,4190
4737740HST,,4190
4737753HST,,4190
4737766HST,,4190
4737779HST,,4190
4737781HST,,4590
4737806HST,,4590
4737819HST,,4590
4737834HST,,6303
4737847HST,,6303
4737862HST,,2610
4737875HST,,9650
4737890HST,,2680
4737902HST,,9630
4737928HST,,4730
4737930HST,,6185
4737956HST,,2805
4737969HST,,2805
4737984HST,,2805
4737997HST,,2805
4738014HST,,2805
4738022HST,,2805
4738035HST,,2805
4738050HST,,2805
4738063HST,,2805
4738089HST,,2805
4738238HST,,2805
4738253HST,,2805
4738266HST,,2805
4738281HST,,2805
4738294HST,,2805
4738319HST,,2805
4738321HST,,2805
4738334HST,,2805
4738357HST,,2805
4738362HST,,2805
4738388HST,,2805
4738390HST,,2805
4738415HST,,2805
4738428HST,,2805
4738443HST,,2805
4738456HST,,2805
4738471HST,,2805
4738484HST,,2805
4738509HST,,2805
4738511HST,,2805
4738537HST,,2805
4738548HST,,2805
4738565HST,,2805
4738578HST,,2805
4738742HST,,2805
4738768HST,,2805
4738770HST,,2805
4738783HST,,2805
4738808HST,,2805
4738810HST,,2805
4738836HST,,2805
4738849HST,,2805
4738864HST,,2805
4738877HST,,2805
4738892HST,,2805
4738904HST,,2805
4738920HST,,2805
4738932HST,,2805
4738958HST,,2805
4738960HST,,2805
4738986HST,,2805
4738999HST,,2805
4739011HST,,2805
4739024HST,,2805
4739037HST,,2805
4739043HST,,2805
4739052HST,,2805
4739065HST,,2805
4739255HST,,2805
4739270HST,,2805
4739283HST,,2805
4739308HST,,1675
4739310HST,,6300
4739336HST,,9445
4739349HST,,9445
4739364HST,,1095
4739377HST,,9810
4739386HST,,9700
4739404HST,,9820
4739417HST,,8650
4739432HST,,6300
4739445HST,,6105
4739460HST,,9820
4739473HST,,6820
4739486HST,,9420
4739499HST,,7300
4739500HST,,2660
4739513HST,,8575
4739526HST,,6105
4739539HST,,9540
4739541HST,,1749
4739554HST,,2528
4739785JSE,,4720
4739798JSE,,1511
4739812JSE,,3206
4739825JSE,,3206
4739840JSE,,3206
4739853JSE,,3206
4739866JSE,,3206
4739881JSE,,3206
4739894JSE,,1050
4739919JSE,,1050
4739921JSE,,1050
4739934JSE,,1050
4739947JSE,,1050
4739959JSE,,1050
4739962JSE,,1050
4739975JSE,,1050
4739988JSE,,1050
4739990JSE,,1050
4740008JSE,,120
4740010JSE,,120
4740023JSE,,120
4740036JSE,,9540
4740282JSE,,232
4740307JSE,,5480
4740315JSE,,5206
4740335JSE,,5206
4740348JSE,,5480
4740363JSE,,5480
4740376JSE,,5480
4740389JSE,,232
4740391JSE,,5206
4740403JSE,,5206
4740416JSE,,232
4740429JSE,,232
4740431JSE,,232
4740444JSE,,232
4740457JSE,,232
4740467JSE,,4930
4740472JSE,,5206
4740485JSE,,232
4555809HST,,7580
4555811HST,,7310
4555824HST,,7580
4555837HST,,7310
4555849HST,,7310
4555852HST,,7310
4555865HST,,7310
4555878HST,,7310
4555893HST,,7310
4555905HST,,7310
4555920HST,,7310
4555933HST,,7310
4555959HST,,7310
4555961HST,,7310
4564395HST,,2270
4564412HST,,2270
4564422HST,,2270
4564448HST,,2270
4564450HST,,2270
4564476HST,,2270
4564489HST,,2270
4564503HST,,2270
4564516HST,,2270
4564531HST,,2270
4564544HST,,2270
4564557HST,,2270
4564564HST,,2270
4564572HST,,2270
4564585HST,,2270
4564598HST,,2270
4564603HST,,2270
4564612HST,,2270
4564625HST,,2270
4564638HST,,2270
4564640HST,,2270
4564653HST,,2270
4564679HST,,2270
4564681HST,,2270
4564706HST,,2270
4564719HST,,2270
4564734HST,,2270
4736029JSE,,6015
4736031JSE,,6015
4736057JSE,,6015
4736069JSE,,6015
4745390JSE,,0
4745402JSE,,2380
4737535JSE,,513
4737550JSE,,513
4737563JSE,,250
4737698HST,,9650
4737700HST,,9680
4737712HST,,2204
4737725HST,,3470
4745605HST,,9520
4745618HST,,2230
4745620HST,,2230
4745633HST,,2230
4745646HST,,2230
4745661HST,,2230
4745674HST,,2230
4745690HST,,2230
4745701HST,,7280
4745727HST,,9700
4745739HST,,3371
4745755HST,,9860
4745768HST,,9630
4745783HST,,39
4745796JSE,,9630
4745810JSE,,7230
4745823JSE,,7230
4745849JSE,,7230
4745851JSE,,7230
4745877JSE,,7230
4745881JSE,,7230
4745904JSE,,7230
4745917JSE,,7230
4745920JSE,,7230
4745945JSE,,7230
4745958JSE,,7230
4738091HST,,2805
4738116HST,,2805
4738129HST,,2805
4738131HST,,2805
4738144HST,,2805
4738157HST,,2805
4738166HST,,2805
4738172HST,,2805
4738185HST,,2805
4738198HST,,2805
4738205HST,,2805
4738212HST,,2805
4738225HST,,2805
4738580HST,,2805
4738593HST,,2805
4738605HST,,2805
4738618HST,,2805
4738620HST,,2805
4738633HST,,2805
4738646HST,,2805
4738659HST,,2805
4738661HST,,2805
4738674HST,,2805
4738687HST,,2805
4738701HST,,2805
4738714HST,,2805
4738739HST,,2805
4739078HST,,2805
4739080HST,,2805
4739093HST,,2805
4739105HST,,2805
4739118HST,,2805
4739120HST,,2805
4739133HST,,2805
4739159HST,,2805
4739161HST,,2805
4739187HST,,2805
4739195HST,,2805
4739214HST,,2805
4739227HST,,2805
4739242HST,,2805
4739567HST,,2528
4739577HST,,2528
4739595HST,,9600
4739607HST,,2528
4739616HST,,2528
4739635JSE,,1020
4739648JSE,,39
4739663JSE,,39
4739676JSE,,2380
4739691JSE,,1935
4739703JSE,,1935
4739729JSE,,3950
4739731JSE,,1300
4739757JSE,,1001
4739768JSE,,1001
4740051JSE,,7395
4740064JSE,,7395
4740085JSE,,7395
4740092JSE,,5206
4740117JSE,,2423
4740124JSE,,5480
4740145JSE,,2423
4740158JSE,,5206
4740173JSE,,2423
4740186JSE,,5480
4740200JSE,,232
4740213JSE,,5900
4740239JSE,,5201
4740241JSE,,5900
4740254JSE,,232
4740276JSE,,5206
4590842HST,,9660
4590855HST,,8460
4590870HST,,2650
4590883HST,,2640
4590908HST,,9660
4590910HST,,9660
4590936HST,,2640
4590949HST,,9660
4590964HST,,9660
4590977HST,,2640
4590992HST,,9660
4591002HST,,2570
4591028HST,,2650
4591030HST,,9660
4591056HST,,2710
4591069HST,,2710
4591084HST,,2710
4591097HST,,2710
4591111HST,,1110
4591124HST,,9300
4591137HST,,1110
4591152HST,,2710
4591165HST,,9420
4591180HST,,8300
4591193HST,,8300
4749887JSE,,3350
4749894JSE,,3350
4749914JSE,,3350
4749927JSE,,3350
4749942JSE,,3350
4749955JSE,,3350
4749970JSE,,3350
4749983JSE,,3350
4750003JSE,,3350
4750016JSE,,3350
4750031JSE,,3350
4750044JSE,,3350
4750069JSE,,3350
4750072JSE,,3350
4750098JSE,,3350
4750108JSE,,3350
4750125JSE,,3350
4750138JSE,,3350
4750153JSE,,232
4750166JSE,,2225
4750179JSE,,2225
4750194JSE,,9400
4750975JSE,,3100
4750995JSE,,6530
4751005JSE,,6530
4751020JSE,,6530
4751033JSE,,6530
4751059JSE,,6530
4751061JSE,,6530
4751087JSE,,1544
4745430HST,,2725
4745456HST,,2760
4745469HST,,9880
4745484HST,,2502
4745497HST,,2520
4745511HST,,1675
4745524HST,,1675
4745537HST,,2750
4745548HST,,2520
4745552HST,,2630
4745565HST,,2760
4745578HST,,2970
4745580HST,,2610
4745593HST,,2650
4753691JSE,,9505
4753703JSE,,9505
4745973JSE,,7230
4745986JSE,,7230
4745999JSE,,7230
4753962HST,,4930
4753975HST,,8290
4753990HST,,9940
4754000HST,,9904
4754026HST,,9301
4754039HST,,9940
4754054HST,,2690
4754067HST,,2690
4754072HST,,2690
4754095HST,,7355
4754107HST,,9348
4754122HST,,9745
4754135HST,,9745
4754150HST,,6185
4754163HST,,6185
4754189HST,,6707
4754191HST,,6115
4754216HST,,3350
4754229HST,,3100
4754244HST,,3100
4754257HST,,3350
4754272HST,,3501
4754285HST,,3501
4754298HST,,3200
4754302HST,,3350
4754312HST,,3350
4754488HST,,3100
4754490HST,,4562
4754515HST,,3200
4754528HST,,3100
4754543HST,,3301
